电影名称,评论者,评分等级,评论日期,点赞数,评论内容
复仇者联盟3：无限战争,全声波频道D,较差, 2018-04-26 05:19:39 ,657,从无特效无颜色的片尾字幕能看出它很努力地让你感受“悲壮”的上坟气氛，但是仍然阻挡不了几乎满场情况下多数人在这时发出爆笑。几场战斗看似宏大实际无限自嗨，作为连续剧的高潮情节性为0可以理解，最后剩下的就是崩塌的动作剪辑和来自淫威和绿巨人一点都不好笑的笑话了。
复仇者联盟3：无限战争,塔克拉玛干,2018-04-26 04:37:55, 2018-04-26 04:37:55 ,6194,下一部：《复仇者联盟：逆转未来》
复仇者联盟3：无限战争,小十三,力荐, 2018-04-28 13:07:41 ,691,"建议小蜘蛛和钢铁侠出一部泡沫情景喜剧《老学究与小学生》，或者奇异博士和钢铁侠出一档综艺《嘴炮大擂台》，这两个组合我愿意再看几十年。
意外发现冬兵和火箭放在一起也挺萌的。"
复仇者联盟3：无限战争,喵喵喵,2018-04-27 02:49:14, 2018-04-27 02:49:14 ,2321,所以说办公室恋情会坏事…本来都翻盘了的…
复仇者联盟3：无限战争,柯里昂,推荐, 2018-05-11 06:04:45 ,1616,"美队护钻忙，灭霸单手我来扛
铁人护钻忙，怒拿一血负重伤
雷神护钻忙，视死如归正面刚
博士护钻忙，机会渺茫也无妨
星爵护钻忙，银护从此无鸳鸯
黑豹护钻忙，瓦坎达里战一场
寡姐护钻忙，纵使强敌也不慌
蜘蛛护钻忙，一往无前好儿郎
阿灭抢钻忙，灰飞烟灭笑称王
粉丝抢救忙，一呼一吸透心凉"
复仇者联盟3：无限战争,舌在足矣,较差, 2018-04-27 13:45:54 ,375,“妇联3和4是独立的故事不是上下集” 呵呵呵。这部不仅不是一个完整的独立成章的复仇者电影，甚至都不能算“复仇者”电影。多名核心成员未出现，没有一次集体亮相，哪怕是各小分队内部也缺乏协作，作为绝对精神领袖的队长甚至还不如星爵塑造的丰满。这部顶多只能叫“灭霸狂虐钢铁侠和雷神的小伙伴们”
复仇者联盟3：无限战争,影志,推荐, 2018-05-04 23:20:20 ,482,过于悲壮的一部，但依旧膜拜在漫威的10年聚力…我们还有多少可以失去？
复仇者联盟3：无限战争,有心打扰,推荐, 2018-04-25 13:26:38 ,1107,一直以为自己是漫威的路人，但看完《复联3》才知道漫威最强大的地方就是把每个人物都润物无声写进了你的心里，好几处泪眼婆娑。真的不要被剧透，这样你会多几次虐心，因为你不知道挂的究竟是谁。第一次看完漫威心情如此的down…节奏、视觉、情感全部被照顾到了！无限期待《复联4》！！！
复仇者联盟3：无限战争,1.,推荐, 2018-04-25 21:09:57 ,745,别团！等人齐！
复仇者联盟3：无限战争,來自咖喱星,力荐, 2018-04-25 23:10:55 ,375,来香港五年半，第二次在地铁上哭……
复仇者联盟3：无限战争,L'automne,还行, 2018-04-25 23:26:17 ,1974,结局简直丧出天际！灭霸竟然有内心戏！全程下来美队和钢铁侠也没见上一面，我还以为在世界末日前必然要重修旧好了！
复仇者联盟3：无限战争,糯木,力荐, 2018-04-26 00:50:12 ,734,啊这个结尾的方式真的万万没想到，太不类型了，一点都不类型。现实、直接、举重若轻，居然还带点诗意。本来觉得看完复联3我就漫威毕业了，但是现在，我需要马上看到复联4，立刻！马上！！
复仇者联盟3：无限战争,殇潮|Enigma,还行, 2018-04-25 18:50:16 ,1521,最大的笑话大概是灭霸的眼泪？
复仇者联盟3：无限战争,FISH,很差, 2018-04-12 12:11:54 ,1317,众英雄靠什么打败灭霸？集体尬舞
复仇者联盟3：无限战争,塘朗一姐小渡边,很差, 2018-04-25 20:05:29 ,499,特别特别低龄的超级英雄大乱斗居然也能称之为科幻。笑掉大牙
复仇者联盟3：无限战争,教育,还行, 2018-04-27 10:24:32 ,694,漫威是不是要开启一种新的评分模式叫：这部好不好取决于你下一部怎么拍？
复仇者联盟3：无限战争,夏小正,力荐, 2018-04-26 11:02:59 ,337,洛基上来就死太难过了，钢铁侠差点死的时候我简直要哭了！凌晨的首映满场！真心给力的很，每秒都觉得抓眼球。灭霸形象塑造的很成功！
复仇者联盟3：无限战争,伊谢尔伦的风,推荐, 2018-05-12 21:51:14 ,407,结尾灭霸一个人坐在那里看日落好像小王子哦…………（眼神呆滞地说）
复仇者联盟3：无限战争,木卫二,还行, 2018-05-11 18:56:44 ,595,头号玩家：灭霸。本质上，就是找彩蛋大电影。战斗力波动得太厉害了，以前觉得超级英雄个个死不了，很无聊。但现在这种死法，又极端突兀（比如史塔克被插那么一刀）——更不要说灰飞湮灭，说明电影根本没有足够时间，去构筑真实的情感抉择，全是要挟绑架只能活一个……所以，更像一款漫威的电脑游戏。
复仇者联盟3：无限战争,桃桃林林,还行, 2018-05-07 05:53:02 ,596,太难了。。。
复仇者联盟3：无限战争,Rilkelee,还行, 2018-04-27 10:49:46 ,782,灭霸，看透万物规律，忍辱负重，有情有义，一个男人扛起了整个宇宙的命运，迎着夕阳完成了自己的使命，我挺Thanos.
复仇者联盟3：无限战争,瓦力,推荐, 2018-04-25 11:52:09 ,203,目前最好的《复联》！有故事、有情感、有强大反派（终于有了），动作戏场场精彩，几乎没有冷场，除了结局瞬间群发一大堆便当让悲壮过于廉价，其余部分非常满意，一对比《复联2》被衬得相当垃圾。只是灭霸的动机不太新鲜了，近点来说是《但丁密码》大反派阴谋的升级，不过从地球上升到宇宙层面。8.5/10
复仇者联盟3：无限战争,根,推荐, 2018-05-11 18:00:02 ,225,不要喜欢上任何东西任何人，反正你喜欢的一切都会灰飞烟灭就对了！灭霸是他妈宇宙计生办的吗我日，不过我以后倒是可以对外宣称“我爹爱我就像灭霸一样多”了……
复仇者联盟3：无限战争,哪吒男,推荐, 2018-05-04 22:07:15 ,215,啥？啥？啥嘛！气到跺脚脚！星爵亲爸是种马精，岳父是计生委，也难怪他脑子不正常了。
复仇者联盟3：无限战争,urmommytiger ,很差, 2018-04-25 22:33:26 ,1050,看完之后很生气
复仇者联盟3：无限战争,噼里啪啦筱譚子°,较差, 2018-04-25 20:21:56 ,321,漫威电影有史以来最不照顾路人的一部电影了，混乱时间线，草率的结局，过于强大的反派，几处剧情衔接不流畅，香港尖沙咀影院25号13点 看完留。
复仇者联盟3：无限战争,亵渎电影,还行, 2018-05-11 22:17:42 ,218,其实漫威电影就是将工业化的美剧模式电影化，这种电影的价值和一集美剧差不多。这年头，虽然喜欢作者电影化美剧的人越来越多，但这种传统工业化的美剧还是大众化的主流，像《权力的游戏》《绝命毒师》那种，你也不能否认这类影视剧讲故事的能力，漫威电影也属于这类，只是特效至上，更加爆米花而已。
复仇者联盟3：无限战争,李阿斗,力荐, 2018-04-26 03:35:44 ,594,剧情进展太快，眼泪还没流出来就被笑出来了，笑容还没收住就被眼眶的泪水抹煞了。不过这颗情怀吃得我心满意足，片尾巨大的悬念让人不忍离开影院。荷兰首映观影结束后全场起立鼓掌不息，终于催出了我磅礴的悲伤情绪，不忍告别这个宇宙，更不忍告别初代复联成员。
复仇者联盟3：无限战争,大海里的针,力荐, 2018-05-11 13:00:15 ,176,集合了漫威电影的所有优点：最悲壮的诸神黄昏，最热血的瓦坎达，最man的美队，最绝望的史塔克，最捣乱的银护，真·最没存在感的蚁人，当然还有最牛逼的宇宙计生委——灭霸！
复仇者联盟3：无限战争,紫丁香与黑醋栗,力荐, 2018-04-25 20:58:03 ,200,"不要被电影标题骗了！！这是一部灭霸的单人电影，灭霸的奋斗史！
但是还是想说雷神屌爆了！！！铁人博士护卫队的连续打击帅到爆！！！而美队，严格来说这部不是美队是流浪者，承包了全片第一个燃点，也是开片40min里唯一让人感到一丝希望的出场！！！
期待惊队和复联4和鹰眼蚁人在4中表现。"
复仇者联盟3：无限战争,蜉蝣,较差, 2018-05-04 23:05:16 ,259,看片之前男朋友说怕被我剧透要分手等到上映之后再和好…==无可救药的混乱和自大，分开看所有人物都是满满的槽点。对于非粉丝来说，看剧透比看电影清晰多了。【重看2019.05.11】
复仇者联盟3：无限战争,寒枝雀静,推荐, 2018-04-25 19:46:39 ,126,C＋ / 他们从曾经的童话光环里走出，最终不得不面对凡人无常而绝望的生死疲劳，所有抗争背后都是代价。简简单单一个最核心的“交换”概念拍出了属于漫威的《一一》。几个反类型的时刻都踩得很好，假如MCU停止于此刻或许可以算是一个光辉的结尾。三部复联最高，私人MCU前三。
复仇者联盟3：无限战争,黄青蕉,还行, 2018-05-11 18:35:40 ,274,莫名有种大过节的你就给我看这个！？的心情，五一没上是对的，太日狗了
复仇者联盟3：无限战争,zka411,力荐, 2018-04-23 00:57:36 ,86,我看过了  美国队长死了！！！！！！！！！！！！！
复仇者联盟3：无限战争,刮刮油,力荐, 2018-05-13 12:18:22 ,95,无限战争告诉你，再宏大炫酷的战争，不如撅手指头来得实在。
复仇者联盟3：无限战争,Velox,还行, 2018-04-26 13:07:30 ,228,群像剧角色越多，就越需要一两个人成为叙事中心。导演选了灭霸，没问题，但空有论点没有论证：他做事的动机居然只是几句道理，而他的抉择，牺牲，统统表现不足，这样观众怎么会对他投入感情？英雄由于数量过多，顾及不暇，除了幻视一对，其他人都像走程序的机器人。至于massive death，只是个廉价手段
复仇者联盟3：无限战争,StormBringer,推荐, 2018-04-29 21:34:04 ,265,洛基 卡魔拉 冬兵 黑豹 红女巫 幻视 格鲁特 飞鹰 Drax 星爵 蜘蛛侠 奇异博士 OUT！
复仇者联盟3：无限战争,Zipporah,很差, 2018-04-28 01:50:21 ,533,把我基神写成智障，辣鸡mcu
复仇者联盟3：无限战争,Lottie,推荐, 2018-05-13 00:02:51 ,164,星爵是全片最傻逼的……还有为啥不砍手……？？？？？？？
复仇者联盟3：无限战争,焚紙樓,较差, 2018-04-25 23:27:33 ,486,復仇者覺得地球碰上霉運，我倒覺得是薩諾斯矇中了好運──試想，如果洛基不偷方塊，方塊留在阿斯加，薩諾斯和泰坦族即便本事通天，又焉能在場地Buff下火力無限血條無限的奧丁家長女面前奪寶？怕不是一進神域就被扒了手套暨頭皮。你大姐還是你大姐，就算戲約不在依舊能刷存在感阿。
复仇者联盟3：无限战争,江湖制霸小天王,很差, 2018-04-26 20:55:44 ,230,什么傻逼电影能不能稍微尊重一下角色。所有人强行降智降战斗力故意打不过的吧？现在看时代杂志的评价真的中肯，一部没有条理、温度，并且缺乏人性的电影。
复仇者联盟3：无限战争,独行侠杀手阿何,力荐, 2018-04-27 23:10:26 ,106,复仇者联盟版“霍格沃茨大战”，灭霸收集无限宝石如伏地魔收集魂器。全片悲壮惨烈虐心剜骨，只能靠英雄们之间的插科打诨和斗嘴调和气氛。锤基兄弟情深，卡魔拉星云姐妹情深，灭霸卡魔拉父女情深，铁虫“父子”情深，幻红爱侣情深。凡人外表出场的炮总禁欲气质帅倒我了！Peter Dinklage竟然有参演！
复仇者联盟3：无限战争,西楼尘,还行, 2018-05-15 13:42:08 ,224,黑寡妇和绿巨人一个对视你就懂了，星爵和雷神一个对话你就笑了，美国队长和冬日战士一个拥抱你就哭了。你懂那些错过，笑那些荒唐，哭那些重逢。灭霸打了个响指，你忽然和蜘蛛侠一样难过。难过的不是世界的坍圮，而是你分明看到银幕外的自己，带着不切实际的幻想和十年的回忆，在时间的烟尘里化为灰烬。
复仇者联盟3：无限战争,扭腰客,力荐, 2018-05-12 01:33:40 ,74,非常燃，非常爆米花，对得起“漫威宇宙”这个title。以及，灭霸的想法其实是社会达尔文主义的产物，说他是反派，倒不如说他是一个卓越的计生委主任呀！
复仇者联盟3：无限战争,...,较差, 2018-04-28 12:59:27 ,218,讲道理，没那么好看。这一代主打的感情和英雄迟暮，有点硬。结局很惊，随后很蒙，明明知道变土的都能回来，所以看到各种真情流露就有点僵。彩蛋就是在问观众要钱，谜底和新坑明年揭晓。妇联也变的像春晚一样，看久了没啥感觉了
复仇者联盟3：无限战争,HenriqueZZZ,较差, 2018-04-29 09:53:28 ,432,极讨厌漫威的搞笑桥段，不断打断剧情气氛。角色太多，全片没有一个可称为人物，150分钟一直在说话，结果尽是下集的铺垫，连基本的发展、高潮都不及格
复仇者联盟3：无限战争,已注销,还行, 2018-04-27 21:09:55 ,404,有种在家吃完火锅之后的空虚感
复仇者联盟3：无限战争,恶魔的步调,力荐, 2018-05-11 22:20:16 ,73,跟魔戒比，这是相当高魔了！灭霸，前计生委形象大使！小恶魔翻身记！彩蛋是灭一半人类只为Captain Marvel打个预告片！？最后感觉可以无缝连接到Leftovers去，加上在一艘形似工程师飞船上的异形梗……达蒙·林德洛夫（普罗米修斯）居然没掺和本片！最后灭霸也灰飞烟灭那就是神片了！
复仇者联盟3：无限战争,惘然,还行, 2018-05-09 16:02:20 ,154,男人不要再说女人看重钻石了，你看灭霸为了集齐六颗钻石，把宇宙都要搞翻天了；女人也不要说男人不解风情，灭霸与天下为敌，不过是为了能悠闲地坐下来看看夕阳……#第一次get到了雷神的帅#
复仇者联盟3：无限战争,关键是be free,力荐, 2018-04-25 17:03:43 ,159,美队没死
复仇者联盟3：无限战争,珍妮的肖像🦤,推荐, 2018-05-11 22:58:36 ,128,古道西风灭霸，夕阳西下，断肠人在瓦坎达。
复仇者联盟3：无限战争,假装在纽约,推荐, 2018-05-13 16:47:41 ,84,从电影院出来，看路上的每一个人，觉得他们下一秒就会变成流沙，就是这种怅然若失的挫败感。
复仇者联盟3：无限战争,掉线,还行, 2018-05-11 21:48:30 ,123,【B-】对于大部分电影来说，它们需要细节填满情感与人物，但迪士尼“聪明”的选择了另一条路，《复联3》的悲壮感，90%都靠前作累积出的，观众对角色早已有的了解和喜爱，用一些不高明的手段调动便可让观众自行大量脑补继而感动。这种方法廉价而高效，但能算好电影吗？反正在我这不算。
复仇者联盟3：无限战争,安獭獭,较差, 2018-04-26 04:09:40 ,465,关键点都好傻，我知道你要拍续集，我知道未来可以被重写， 但那一拳真的有点傻。
复仇者联盟3：无限战争,朝阳区陆依萍,推荐, 2018-05-11 11:44:45 ,74,美队戏份太少，锤哥帅到惊人！
复仇者联盟3：无限战争,马小褂,较差, 2018-05-11 10:57:29 ,119,听我一句劝，非漫威粉丝真的别来看了。这片是我看过最不照顾路人的超级英雄电影，何必浪费两个半小时在影院里睡觉呢。所有角色基本都只有功能性，非常依赖粉丝对他们的场外了解去补完个性。完全靠虐粉来营造出伪莎剧式悲壮感，然而只有情绪却不存在动机，路人只会觉得廉价可笑。
复仇者联盟3：无限战争,喜儿喂鸭正经地,力荐, 2018-04-29 05:36:32 ,169,雷神真男人！！！
复仇者联盟3：无限战争,风间隼,很差, 2018-05-11 23:01:39 ,252,不爱任何一个超级英雄，但是也知道他们中每一个的魅力都来自不可复制的身世和独特人格，现在被批发到一部太空肥皂剧里，纷纷沦为人肉道具，吸引力不是N倍增加，而是变成了N分之一。战斗戏的编排和想象力都严重欠费，最后的反高潮透着一股市侩——真有本事你就到此为止，别拍续集。
复仇者联盟3：无限战争,慕容复,力荐, 2018-05-12 18:04:58 ,100,第一次电影演完95%的人没走等着彩蛋。
复仇者联盟3：无限战争,vampireslayer,推荐, 2018-04-25 20:32:45 ,276,瓦坎达大战真的是燃爆，索尔天神下凡的时候真的是看哭了，但是这个结局也太惨了点？满宝石手套灭霸骑脸还怎么翻盘。。。
复仇者联盟3：无限战争,木由,推荐, 2018-04-26 07:30:58 ,72,1. 路不平大家铲，理不平复联管。2.爱你爱到杀死你。 3.期末小组作业遇到坑爹队友。4.热烈庆贺本人观影史上第一个（算是）成功了的反派诞生。Ps：时隔多年再次看到玄冥二老竟是友情客串大魔王小弟，真是百感交集。
复仇者联盟3：无限战争,女神的秋裤,力荐, 2018-05-11 13:16:27 ,75,告别，是唯一的办法。刚刚还喊着卧槽，影片结束，字幕一出，影院突然很安静，只听到一个女生轻轻的抽泣声…
复仇者联盟3：无限战争,何阿嵐,还行, 2018-04-29 23:12:31 ,174,為事業，他帶著手下一同走過幾千光年的路。為達成理想，不惜忍痛犧牲家庭，鐵漢柔情，留下的男兒淚令人神傷。他不理別人質疑，一步一步成為又激進又有責任感的環保份子(全宇宙都知道有資源短缺問題，但沒有人願意來做，我來做)，確實係新一代男神指標，他叫Thanos，志願是將全宇宙一半人口消滅。
复仇者联盟3：无限战争,饮歌,推荐, 2018-04-27 11:24:11 ,75,原本以为自己不会再为漫威的大坑血脉喷张，可在这部作品面前还是认输了。导演太会调动观众情绪了，虽然太多梗可以说连老牙都掉光了，但每一位主角从亮相到征战，都一次次让我感到燃，感到精彩。在一个超级英雄被过度消费的今天，依然能有这样的观感，也许是对我们这十几年漫威情结最好的交代。
复仇者联盟3：无限战争,Ocap,还行, 2018-05-12 13:48:12 ,113,1.严肃的时候太把自己当回事，插科打诨的时候太不把自己当回事。2.除了奇异博士几乎每场打斗都是轮流在交智商税，不砍手不用时间宝石的潜在解释只有xxx种结局之唯一赢法，促成因素是博士看最透，这剧本是本尼经纪人写的吗？3.不扯计生环保，都蠢成这样了，死不足惜留一半都后患，别复活了。
复仇者联盟3：无限战争,\t^h/,较差, 2018-04-28 18:53:48 ,140,就和拍了十几年的剧集变肥皂剧后，series finale里各种角色都出来打个卡一样。继上一次的城市地名幻灯片后，这次来了宇宙地名幻灯片，求求他们能选个好看点的字体吗？对比之下愈发体会到了锤哥的帅还有马脸声线的出众。
复仇者联盟3：无限战争,水怪,还行, 2018-05-03 18:28:44 ,291,前面睡了三分之一总算接着看完，灭霸：我最放心不下的还是困难群众，不如早死早超生吧。随机牺牲一半，幸福另一半，比咋们明目张胆的社会达尔文主义要公平。
复仇者联盟3：无限战争,葵花卷,力荐, 2018-04-28 20:59:04 ,100,演职员表出现的一瞬间，我相信漫威收到的怒火和刀片足够发展冶钢副业。
复仇者联盟3：无限战争,阿措,推荐, 2018-05-15 12:19:29 ,56,为啥要费那老鼻子劲脱手套？砍了他不行吗？急死人了。
复仇者联盟3：无限战争,外出偷狗,还行, 2018-04-29 13:52:19 ,91,前期没关注，只看到一百篇“没给演员真剧本”通稿。然而根本不需要什么剧本，而且剧本太烂了。
复仇者联盟3：无限战争,Pop Quizzer,还行, 2018-04-28 12:51:26 ,107,什么鬼结局？电影院的人都不想走，就因为不服气英雄们都灰飞烟灭了。还有，凭什么把钢铁侠搞得那么狼狈，却把锤子哥的威力捧那么高？？
复仇者联盟3：无限战争,克雷蒙,还行, 2018-04-28 00:20:46 ,77,其实视角转换到反派那里，这就是一个修真爽文。漫威的肤浅在于，缤纷的世界观之下人性反而浅显；但即便美国主流文化十分值得批判，漫威也从未停止创新。疯狂的政治家实行无差别灭族政策，虽然是在以世界主义在卖票，但核心还是美国本位。电影充满美国政坛隐喻：包容内在异化，抵抗外在异化。
复仇者联盟3：无限战争,朝阳区陆依萍,推荐, 2018-05-11 11:44:45 ,74,美队戏份太少，锤哥帅到惊人！
复仇者联盟3：无限战争,欢乐分裂,还行, 2018-05-11 13:08:17 ,45,大部分时间依旧是冗长无味的粗暴打斗，光环加身的超英们即使被虐千百遍，依然能续写神话，不过以虚无对抗虚无的结尾多少提升了立意，也暗示并非绝对二元对立的初衷；较前作有进步，各线铺排匀当，众多角色的存在也不再只是露脸，各自承受命运考验，在群戏中各有功能担当。
复仇者联盟3：无限战争,葵花卷,力荐, 2018-04-28 20:59:04 ,100,演职员表出现的一瞬间，我相信漫威收到的怒火和刀片足够发展冶钢副业。
复仇者联盟3：无限战争,vampireslayer,推荐, 2018-04-25 20:32:45 ,276,瓦坎达大战真的是燃爆，索尔天神下凡的时候真的是看哭了，但是这个结局也太惨了点？满宝石手套灭霸骑脸还怎么翻盘。。。
复仇者联盟3：无限战争,木由,推荐, 2018-04-26 07:30:58 ,72,1. 路不平大家铲，理不平复联管。2.爱你爱到杀死你。 3.期末小组作业遇到坑爹队友。4.热烈庆贺本人观影史上第一个（算是）成功了的反派诞生。Ps：时隔多年再次看到玄冥二老竟是友情客串大魔王小弟，真是百感交集。
复仇者联盟3：无限战争,顾盼,力荐, 2018-05-11 19:35:53 ,92,灭霸是个老实人。也最终实现了自己的梦想。
复仇者联盟3：无限战争,文森特九六,还行, 2018-04-28 19:51:07 ,48,视听场面上无甚创新，甚至趋于平庸，故事走向也没有打破观众的心理预期与情感预设，但是，罗素兄弟还是将灭霸塑造成了漫威电影宇宙迄今为止最为复杂的角色，挣脱了向流行文化市场批量生产输送Pop偶像的桎梏，并以此取得了十年来最为深刻的一次沉淀，因此对未来和复联4，我还是期待的。
复仇者联盟3：无限战争,高歌,还行, 2018-05-12 02:07:19 ,47,"“宇宙有限，资源有限，人口爆炸会导致资源枯竭生态恶化。我要控制人口，打下来，流下来，就是不能生下来。” 
灭霸就像一个《三体》书迷➕计生办主任的复合体。"
复仇者联盟3：无限战争,饮歌,推荐, 2018-04-27 11:24:11 ,75,原本以为自己不会再为漫威的大坑血脉喷张，可在这部作品面前还是认输了。导演太会调动观众情绪了，虽然太多梗可以说连老牙都掉光了，但每一位主角从亮相到征战，都一次次让我感到燃，感到精彩。在一个超级英雄被过度消费的今天，依然能有这样的观感，也许是对我们这十几年漫威情结最好的交代。
复仇者联盟3：无限战争,安德烈大叔,还行, 2018-05-12 14:00:07 ,70,昏昏欲睡的前半场，后半场则仿佛嗅到了钦定的感觉，下一部大概率叫《复活者联盟》。
复仇者联盟3：无限战争,Indecent time,力荐, 2018-04-27 19:28:39 ,90,严重超出了我对这一部的期待，某个情感高潮竟然来自反派，某个主角映后大概率会被各种开会，看完难过程度让我想起小时候追圣斗士冥王篇，看着一个个黄金圣斗士死去的时候……
复仇者联盟3：无限战争,阿措,推荐, 2018-05-15 12:19:29 ,56,为啥要费那老鼻子劲脱手套？砍了他不行吗？急死人了。
复仇者联盟3：无限战争,完全被忽略人士,推荐, 2018-04-26 09:27:58 ,236,灭霸粉的盛宴，灭霸无敌，灭霸杰克苏。
复仇者联盟3：无限战争,艾晨,推荐, 2018-05-12 08:21:34 ,48,75分。没有肆意狂轰滥炸，印象最深的台词是“你不会知道我今天经历了什么。可是我们没有时间悲伤。”《灭霸：丢了你，赢了全复联又如何》，《灭霸：没了你，毁了全世界又何妨》。然而神秘博士已经看透了一切，并剧透了下一集唯一战胜灭霸的可能就是史塔克。
复仇者联盟3：无限战争,贡丸猩猩,还行, 2018-05-08 19:47:40 ,78,《复仇者联盟3：我爱的男人都死了》
复仇者联盟3：无限战争,Sophie  Z,2018-04-28 08:24:51, 2018-04-28 08:24:51 ,52,眼泪都收回去了，最后一直在默念fuck fuck fuck。等复联4结束后再给分吧。这套路，估计是最后一部里是要牺牲活着的初代Avengers来换回变灰的所有人……
复仇者联盟3：无限战争,王大盆,推荐, 2018-05-12 17:58:15 ,83,我明天就飞美国和星爵办理离婚手续
复仇者联盟3：无限战争,皮革业,还行, 2018-05-16 15:00:35 ,33,这个故事告诉我们，掌握世界甚至宇宙的，永远都是那种迎曙光晨勃、看夕阳落泪、爱收干闺女、说到做到的老派男人。
复仇者联盟3：无限战争,谋杀电视机,还行, 2018-05-12 20:42:19 ,31,感觉就像喝了十年的稀粥偶尔掺碗饭的饭店终于来了碗中规中矩的白米饭，然后被一堆人夸好像吃了八宝饭的感觉。讳莫如深的什么彩蛋和剧透掩盖的是羸弱无力的故事和人物，诺兰有怕过你知道小丑.贝恩.双面人是活着还是死了么？况且这集随随便便死的一半人下集肯定活
复仇者联盟3：无限战争,雨前羽街,推荐, 2018-05-12 00:28:48 ,50,电影拍成这样就不是电影了，是嘉年华，是联欢晚会，是花车游行，是马戏团，总之除了剧情外一切都那么美好！
复仇者联盟3：无限战争,德川咪咪,推荐, 2018-05-13 13:10:28 ,106,你就说有多少人头是白送的……
复仇者联盟3：无限战争,早日退休瑾朵朵,力荐, 2018-05-13 14:05:52 ,39,为了衬托灭霸，各位英雄的智商和实力都出现断崖式下降↓
复仇者联盟3：无限战争,徐若风,还行, 2018-05-11 21:51:17 ,39,"3.5 当转折失当、容量过度成为英雄人物庞杂集结后不可避免的缺点，复联3却连基本的责任都没做到。剧作的展开几乎是概念式的，看似紧凑，实际上一直在赶，场景之间的维系“迟滞感”很重。
每段营造的“悲情”都怒吼着“我就是设计出来挖坑的，请看下部复活”。而所谓的史上最佳反派更是无趣，共情点强行扭。"
复仇者联盟3：无限战争,傻冒叔,推荐, 2018-05-12 22:44:16 ,48,虽然是爆米花圈钱大片，可结尾那么长的字幕，可见汇聚了多少细分行业多少人才，技术达到极致就是艺术啊。
复仇者联盟3：无限战争,godzilla,力荐, 2018-05-01 23:49:54 ,95,刚从电影院回来，叹为观止。节奏很快，场面恢宏，场景包括了宇宙中的很多国家。这部电影在我心目中的地位就如同上个世纪的star wars. 可惜豆瓣只有5星可以表达我的喜爱与对导演编剧的智慧的尊敬。漫威到底可以给我们展现多少惊喜，智慧与想象力，下一部见，英雄们💪💪💪
复仇者联盟3：无限战争,LF,推荐, 2018-05-12 10:25:04 ,45,喜欢灭霸：大块头，结实的肌肉，不花哨的打扮，简朴而精确的出拳，从不躲闪坚持正面刚的战斗风格，坚毅的眼神，远大的梦想，毫不说废话的行动风格，脚踏实地完成目标的人生哲学。
复仇者联盟3：无限战争,席德,还行, 2018-05-11 13:15:27 ,44,内心毫无波澜。反正会复活，不然漫威宇宙怎么继续圈钱。笑点是有点，但是真的不好看。局面越打越大，打动人心的程度却不如钢铁侠1，美国队长1那时单纯的惩恶扬善、自我救赎。对所谓的劲爆场面，我的感觉就是看了无数场群殴。消灭半个宇宙是打算干嘛？是单双号限行给你的灵感吗？干脆全消灭了干净啊。
复仇者联盟3：无限战争,左胸上的吸盘,还行, 2018-08-01 23:01:50 ,25,其实这一部灭霸是绝对的主角，如果没弄明白这点，很容易得出剧情破碎之类的观感。像灭霸这种纯粹理想主义的极左份子，在影史上也是个异数，印象里，这种有反人类倾向的环保主义、共产主义的反派在80年代以后成为滥觞，在本世纪虽数量有所减少，但灭霸这个角色在其中无疑突破性明显，不滥杀、被献祭但也摧心的卡魔拉父女情，这些理想主义的描写很扎实了。星爵傻化，幻视弱化，绿巨人隐身，喜剧部分笨拙。雷神承受一颗星来扳局和瓦坎达阵地战大场面足够煽，以万物为刍狗随机死亡的悲剧情结，功成身退的落寞先知，力度在漫威中是空前的
复仇者联盟3：无限战争,文文周,力荐, 2018-05-01 15:04:33 ,48,宏大的布局，充实的叙事——几乎想象不到，有一天电影可以在140分钟里写出二十个以上主要人物参与的故事，为此，十年里的每一部单片，都做了必要的铺垫。——简直是工业史上一个成功到近乎伟大的构思，加上最顶尖的视听特效，这是一次商业电影的狂欢，和胜利。
复仇者联盟3：无限战争,栗,推荐, 2018-05-14 22:50:24 ,28,在知乎和贴吧看了会儿漫威讨论，发现能打灭霸的各路神仙竟有一大堆。什么地球神级，宇宙级，多元宇宙级！超大宇宙级！全能宇宙级！很多角色的能力比我小时候觉得最夸张的七龙珠还要夸张一亿倍。男孩子基本上不讨论爱恨情仇，只讨论谁比谁厉害。漫威大概称得上“男孩子终极豪华套餐”了。
复仇者联盟3：无限战争,科林,力荐, 2018-05-08 22:49:50 ,41,米老鼠收购20世纪狐狸后，致敬《异形》也就顺理成章了。南无阿弥陀佛，大慈大悲观世音灭霸，虽滥杀无辜半载，实则救生灵于涂炭，留绿水青山于后人，毕竟绿水青山就是金山银山，此乃圣贤也~~~
复仇者联盟3：无限战争,Hatter,推荐, 2018-04-26 00:31:32 ,56,漫威不要脸，到底谁死了，谁没死，谁真死，谁假死，把话说清楚再走！
复仇者联盟3：无限战争,MR.Charles,还行, 2018-04-27 14:30:34 ,38,垃圾漫威 毁我青春 
复仇者联盟3：无限战争,天马星,推荐, 2018-04-25 10:46:15 ,56,纵使不舍，总归要说再见，十年的陪伴匆匆而过，有人走有人留。当尘归尘土归土，一个宇宙的湮灭何尝不是另一个宇宙的重生，于是生与死便不再可怕，因为知道总有一个宇宙有人在守候，谨献给那些逝去的英雄，亦献给那些还在战斗的英雄，谢谢你们的陪伴！
