电影名称,上映日期,评分,评论人数,演员,类型,国家,电影ID,URL
双峰：与火同行,1992-06-03,8.0,13123,"雪莉·李,雷·怀斯,梅晨·阿米克","剧情,悬疑,惊悚,恐怖","法国,美国",1303472,https://movie.douban.com/subject/1303472/
世界奇妙物语 电影特别篇,2000-11-03,8.3,8602,"中井贵一,山本耕史,柏原崇","喜剧,奇幻,恐怖,爱情",日本,1305388,https://movie.douban.com/subject/1305388/
捉迷藏,2005-01-27,7.5,82574,"罗伯特·德尼罗,达科塔·范宁,法米克·詹森","悬疑,恐怖",美国,1308995,https://movie.douban.com/subject/1308995/
珀尔,2022-09-03,7.5,79339,"米娅·高斯,大卫·科伦斯韦,坦蒂·莱特",恐怖,"加拿大,新西兰,美国",35801819,https://movie.douban.com/subject/35801819/
马柔本宅秘事,2017-09-11,7.6,38667,"乔治·麦凯,安雅·泰勒-乔伊,查理·希顿","剧情,惊悚,恐怖","西班牙,美国",26961821,https://movie.douban.com/subject/26961821/
魔女嘉莉,1976-11-03,7.6,38414,"茜茜·斯派塞克,派珀·劳瑞,艾米·欧文","剧情,恐怖",美国,1292664,https://movie.douban.com/subject/1292664/
异教徒,1973-10-16,7.9,15269,"爱德华·伍德华德,克里斯托弗·李,黛安妮·赛琳托","悬疑,恐怖",英国,1305611,https://movie.douban.com/subject/1305611/
杀出个黎明,1996-01-19,7.5,67895,"乔治·克鲁尼,昆汀·塔伦蒂诺,哈威·凯特尔","动作,犯罪,恐怖",美国,1301409,https://movie.douban.com/subject/1301409/
异形：契约,2017-06-16,7.4,281744,"迈克尔·法斯宾德,凯瑟琳·沃特斯顿,比利·克鲁德普","科幻,恐怖",美国,11803087,https://movie.douban.com/subject/11803087/
鬼咬鬼,1990-02-09,7.6,18032,"洪金宝,林正英,孟海","动作,恐怖,喜剧",中国香港,1303944,https://movie.douban.com/subject/1303944/
寄生兽,2016-09-02,7.4,166261,"染谷将太,深津绘里,阿部隆史","剧情,动作,科幻,恐怖",日本,25774050,https://movie.douban.com/subject/25774050/
他人之颜,1966-07-16,8.4,7170,"仲代达矢,平干二朗,岸田今日子","剧情,科幻,恐怖",日本,1432779,https://movie.douban.com/subject/1432779/
蝙蝠,2009-04-30,7.5,43751,"宋康昊,金玉彬,金海淑","剧情,爱情,奇幻,恐怖","韩国,美国",1853768,https://movie.douban.com/subject/1853768/
迷宫物语,1987-09-25,8.1,9513,"吉田日出子,津嘉山正种,水岛裕","动画,冒险,奇幻,恐怖,科幻",日本,1457127,https://movie.douban.com/subject/1457127/
杀手阿一,2001-09-14,7.5,40748,"浅野忠信,大森南朋,冢本晋也","剧情,喜剧,动作,犯罪,惊悚,恐怖",日本,1295629,https://movie.douban.com/subject/1295629/
人吓人,1982-12-22,7.5,21789,"洪金宝,午马,林正英","动作,喜剧,奇幻,历史,恐怖",中国香港,1304021,https://movie.douban.com/subject/1304021/
此房是我造,2018-05-14,7.4,81339,"马特·狄龙,布鲁诺·冈茨,乌玛·瑟曼","犯罪,惊悚,恐怖","丹麦,法国,瑞典,德国,比利时,突尼斯",26369884,https://movie.douban.com/subject/26369884/
恶魔的艺术2：邪降,2005-12-01,7.5,38595,"娜帕克帕发·纳克普拉西特,哈泰万·恩甘苏坎普西,纳莫·通库姆纳德","奇幻,恐怖",泰国,1866462,https://movie.douban.com/subject/1866462/
电锯惊魂10,2023-09-25,7.4,67796,"托宾·贝尔,肖妮·史密斯,西诺薇·玛考迪·伦德","悬疑,惊悚,恐怖","美国,墨西哥,加拿大",36116844,https://movie.douban.com/subject/36116844/
孤堡惊情,2010-04-16,7.4,67435,"贝伦·鲁埃达,费尔南多·卡约,罗赫尔·普林赛普","剧情,悬疑,惊悚,恐怖","西班牙,法国,比利时",2122766,https://movie.douban.com/subject/2122766/
阴风阵阵,1977-02-01,7.6,23655,"杰西卡·哈珀,斯蒂芬妮娅·卡西尼,弗拉维奥·布奇",恐怖,意大利,1296332,https://movie.douban.com/subject/1296332/
三更,2002-08-15,7.4,36233,"黎明,曾志伟,原丽淇","爱情,悬疑,奇幻,恐怖","中国香港,韩国,泰国",1307488,https://movie.douban.com/subject/1307488/
鬼宿舍,2006-02-02,7.5,32808,"查理·瑞纳,金塔拉·舒卡芭,西拉差·坚他文","剧情,恐怖",泰国,3023155,https://movie.douban.com/subject/3023155/
深空失忆,2009-10-01,7.4,59061,"丹尼斯·奎德,本·福斯特,凯姆·吉甘戴","动作,科幻,悬疑,惊悚,恐怖","德国,英国,美国",3011617,https://movie.douban.com/subject/3011617/
恐怖星球,2007-10-15,7.4,57055,"罗丝·麦高恩,弗莱迪·罗德里格兹,乔什·布洛林","动作,恐怖,科幻",美国,2160611,https://movie.douban.com/subject/2160611/
死神的十字路口,2008-04-25,7.4,51388,"赖拉·邦雅淑,玛妮娜·甘姆雯,查特朋·纳塔彭","剧情,恐怖,悬疑,惊悚",泰国,3126187,https://movie.douban.com/subject/3126187/
怪兽屋,2006-07-21,7.4,51366,"米切尔·莫索,山姆·勒纳,史宾塞·洛克","动画,悬疑,奇幻,惊悚,恐怖",美国,1482107,https://movie.douban.com/subject/1482107/
遗传厄运,2018-01-21,7.3,168159,"亚历克斯·沃尔夫,加布里埃尔·伯恩,托妮·科莱特",恐怖,美国,27621727,https://movie.douban.com/subject/27621727/
地下幻灯剧画 少女椿,1992-05-02,7.8,13407,松井良彦,"剧情,动画,恐怖",日本,1963131,https://movie.douban.com/subject/1963131/
哭声,2016-05-11,7.3,159934,"郭度沅,黄政民,千玗嬉","剧情,悬疑,恐怖",韩国,25817534,https://movie.douban.com/subject/25817534/
恐怖鸡,1997-11-29,7.4,26647,"吴倩莲,黎耀祥,陈豪","犯罪,惊悚,恐怖",中国香港,1472532,https://movie.douban.com/subject/1472532/
维多利亚一号,2010-05-13,7.3,73093,"何超仪,陈奕迅,周俊伟","剧情,犯罪,恐怖",中国香港,3642866,https://movie.douban.com/subject/3642866/
驱魔,2005-09-01,7.5,28508,"劳拉·琳妮,汤姆·威尔金森,詹妮弗·卡朋特","犯罪,剧情,恐怖,惊悚",美国,1436846,https://movie.douban.com/subject/1436846/
变蝇人,1986-08-15,7.4,44671,"杰夫·高布伦,吉娜·戴维斯,约翰·盖兹","恐怖,科幻","美国,德国",1293073,https://movie.douban.com/subject/1293073/
丧尸乐园,2009-09-25,7.3,97633,"杰西·艾森伯格,伍迪·哈里森,艾玛·斯通","喜剧,冒险,恐怖",美国,3259993,https://movie.douban.com/subject/3259993/
开心鬼救开心鬼,1990-06-30,7.4,22997,"黄百鸣,黄家驹,杨宝玲","喜剧,奇幻,恐怖",中国香港,1307221,https://movie.douban.com/subject/1307221/
驱魔道长,1993,7.4,21729,"林正英,午马,邹兆龙","喜剧,恐怖","中国香港,中国台湾",2127676,https://movie.douban.com/subject/2127676/
猛鬼街,1984-11-09,7.4,38439,"希瑟·兰根坎普,罗伯特·英格兰德,约翰·萨克松","惊悚,恐怖",美国,1298389,https://movie.douban.com/subject/1298389/
在糟糕的日子里,2021-07-30,7.5,24597,"劳米·拉佩斯,阿卡塞尔·亨涅,阿特勒·安东森","喜剧,动作,惊悚,恐怖",挪威,35293160,https://movie.douban.com/subject/35293160/
见鬼,2002-05-09,7.3,41886,"李心洁,周俊伟,卢巧音","剧情,恐怖,惊悚","中国香港,新加坡",1296026,https://movie.douban.com/subject/1296026/
继续活下去的5个故事,2005-03-19,7.5,23521,"小林凉子,松田美由纪,铃木杏树",恐怖,日本,2301363,https://movie.douban.com/subject/2301363/
科学怪人,1994-11-04,7.7,13987,"罗伯特·德尼罗,肯尼思·布拉纳,汤姆·休斯克","剧情,恐怖,爱情,科幻","美国,日本,法国",1293778,https://movie.douban.com/subject/1293778/
灵魂摆渡之风华绝代,2016-12-10,7.4,18371,"于毅,岳丽娜,何花","剧情,悬疑,惊悚,恐怖",中国大陆,26959223,https://movie.douban.com/subject/26959223/
寄宿学校,2018-08-31,7.3,61480,"卢克·普拉尔,斯特林·杰里斯,威尔·帕顿","悬疑,恐怖",美国,30201003,https://movie.douban.com/subject/30201003/
祭屋出租,2023-04-06,7.3,54953,"尼塔莎·吉拉尤吉恩,苏格拉瓦·卡那诺,彭帕克·西里古尔","悬疑,惊悚,恐怖",泰国,36244313,https://movie.douban.com/subject/36244313/
灯塔,2019-05-19,7.3,53532,"罗伯特·帕丁森,威廉·达福,瓦莱丽娅·卡拉曼","奇幻,恐怖","加拿大,美国,巴西",30143336,https://movie.douban.com/subject/30143336/
妖兽都市,1987-04-25,7.6,16207,"屋良有作,藤田淑子,永井一郎","动画,奇幻,恐怖",日本,1441644,https://movie.douban.com/subject/1441644/
死神来了3,2006-02-10,7.2,160713,"玛丽·伊丽莎白·温斯特德,瑞恩·莫里曼,克里斯·勒姆彻","惊悚,恐怖",美国,1436870,https://movie.douban.com/subject/1436870/
浮士德,1926-10-14,8.5,5243,"格斯塔·埃克曼,埃米尔·雅宁斯,卡米拉·霍恩","奇幻,恐怖",德国,1305235,https://movie.douban.com/subject/1305235/
第九道门,1999-08-25,7.3,45371,"约翰尼·德普,弗兰克·兰格拉,莉娜·奥琳","剧情,奇幻,恐怖,悬疑,惊悚","法国,西班牙,美国",1294789,https://movie.douban.com/subject/1294789/
异形3,1992-05-22,7.2,116830,"西格妮·韦弗,查尔斯·达顿,查尔斯·丹斯","动作,科幻,恐怖",美国,1297929,https://movie.douban.com/subject/1297929/
第十三层,1988,8.3,6052,"Kylie Clare,Tony Blackett,Allen Leong",恐怖,澳大利亚,1303164,https://movie.douban.com/subject/1303164/
夜魔,2009-07-31,7.3,43111,"玛德琳·奇玛,安德里亚·罗斯,乔什·斯图沃特","犯罪,恐怖,惊悚",美国,2252778,https://movie.douban.com/subject/2252778/
屏住呼吸,2016-03-12,7.2,109847,"史蒂芬·朗,简·利维,迪兰·明奈特","惊悚,恐怖",美国,26704620,https://movie.douban.com/subject/26704620/
噩梦娃娃屋,2018-03-14,7.3,40587,"克里斯塔尔·里德,玛莲·法莫,阿纳斯塔西娅·菲利普斯","悬疑,惊悚,恐怖","法国,加拿大",27012731,https://movie.douban.com/subject/27012731/
惊变28天,2002-11-01,7.2,89183,"基里安·墨菲,娜奥米·哈里斯,克里斯托弗·埃克莱斯顿","科幻,恐怖",英国,1306421,https://movie.douban.com/subject/1306421/
请叫我英雄,2015-10-13,7.2,83296,"大泉洋,有村架纯,长泽雅美","动作,恐怖",日本,25899379,https://movie.douban.com/subject/25899379/
第一诫,2008-09-04,7.2,45168,"余文乐,郑伊健,车婉婉","动作,犯罪,恐怖,惊悚","中国香港,新加坡",2027923,https://movie.douban.com/subject/2027923/
诡丝,2006-09-29,7.2,43313,"张震,林嘉欣,江口洋介","剧情,恐怖,悬疑,科幻,惊悚",中国台湾,1780168,https://movie.douban.com/subject/1780168/
鬼乱5,2009-09-09,7.3,36012,"吉拉育·拉翁马尼,雷·麦克唐纳,春蓬·塞皮塔克",恐怖,泰国,4122701,https://movie.douban.com/subject/4122701/
蔷花，红莲,2003-06-13,7.2,68582,"林秀晶,文根英,廉晶雅","剧情,恐怖,悬疑,惊悚",韩国,1308047,https://movie.douban.com/subject/1308047/
倩女幽魂,1960-08-17,7.8,5457,"乐蒂,赵雷,杨志卿","爱情,奇幻,恐怖,古装","中国香港,中国台湾",1305606,https://movie.douban.com/subject/1305606/
最后的吸血鬼,2000-07-28,7.7,11340,"工藤夕贵,史蒂夫·布卢姆,小家山晃","动画,恐怖,动作",日本,1417073,https://movie.douban.com/subject/1417073/
惊声尖叫,1996-12-20,7.2,59353,"德鲁·巴里摩尔,罗格·杰克逊,内芙·坎贝尔","惊悚,恐怖",美国,1301630,https://movie.douban.com/subject/1301630/
死路,2003-03-18,7.3,30205,"亚历山德拉·霍尔登,雷·怀斯,林·沙烨","悬疑,恐怖",法国,1422306,https://movie.douban.com/subject/1422306/
隐形人,2020-12-04,7.1,220029,"伊丽莎白·莫斯,奥利弗·杰森-科恩,阿尔迪斯·霍吉","科幻,惊悚,恐怖","加拿大,澳大利亚,美国",2364086,https://movie.douban.com/subject/2364086/
黑楼孤魂,1989-04-04,7.3,16166,"陈希光,潘婕,韩小磊","剧情,悬疑,惊悚,恐怖",中国大陆,1830189,https://movie.douban.com/subject/1830189/
康斯坦丁：恶魔之城 电影版,2018-10-09,7.6,12784,"马特·瑞安,劳拉·贝莉,罗宾·阿特金·唐斯","动画,奇幻,恐怖",美国,30299345,https://movie.douban.com/subject/30299345/
食人狂魔,2004-10-28,7.5,15517,"段奕宏,察猜·本班尼,普林西尼·拉塔娜索菲","剧情,恐怖,惊悚",泰国,1423021,https://movie.douban.com/subject/1423021/
畸形人,1932-02-20,7.9,8142,"华莱士·福特,丽拉·海厄姆斯,奥尔加·巴古拉诺娃","剧情,恐怖",美国,1295942,https://movie.douban.com/subject/1295942/
亡灵,2009-09-26,7.3,27307,"大卫·安德斯,克里斯·维尔德,路易斯·格里菲斯","喜剧,恐怖",美国,3792868,https://movie.douban.com/subject/3792868/
咒怨2 录像带版,2000-04-14,7.7,10355,"大家由祐子,藤井香织,藤贵子",恐怖,日本,3393386,https://movie.douban.com/subject/3393386/
鬼婆,1964-11-21,8.1,6352,"乙羽信子,宇野重吉,佐藤庆","剧情,恐怖",日本,1308657,https://movie.douban.com/subject/1308657/
灵幻至尊,1991-09-26,7.3,13704,"林正英,郑则仕,黎姿","奇幻,恐怖",中国香港,1479864,https://movie.douban.com/subject/1479864/
生吃,2016-05-14,7.1,85087,"加朗斯·马里利埃,艾拉·朗夫,拉巴·纳伊·乌费拉","剧情,恐怖","法国,意大利,比利时",26653833,https://movie.douban.com/subject/26653833/
停尸房收藏,2019-09-21,7.2,37376,"克兰西·布朗,凯特琳·卡斯特,克里斯汀·基默","奇幻,恐怖",美国,30257386,https://movie.douban.com/subject/30257386/
幽灵马车,1921-01-01,8.4,4847,"维克多·斯约斯特洛姆,希尔达·博里斯特伦,托雷·斯文贝里","剧情,奇幻,恐怖",瑞典,1465471,https://movie.douban.com/subject/1465471/
刀锋战士,1998-08-21,7.1,69440,"韦斯利·斯奈普斯,克里斯·克里斯托弗森,恩布希·赖特","动作,科幻,恐怖",美国,1298120,https://movie.douban.com/subject/1298120/
厉鬼将映,2008-10-30,7.1,68935,"沃拉甘·罗娜瓦查拉,辰塔维·塔纳西维,莎琳拉·托马斯","恐怖,惊悚",泰国,3529375,https://movie.douban.com/subject/3529375/
养鬼吃人,1987-09-11,7.4,16822,"安德鲁·罗宾逊,克莱尔·希金斯,阿什丽·劳伦斯",恐怖,英国,1293198,https://movie.douban.com/subject/1293198/
魔鬼深夜秀,2023-06-11,7.2,32637,"大卫·达斯马齐连,劳拉·戈登,伊恩·布利斯",恐怖,"澳大利亚,美国,阿联酋",36068379,https://movie.douban.com/subject/36068379/
来自地狱,2001-10-19,7.2,31663,"约翰尼·德普,海瑟·格拉汉姆,伊安·霍姆","悬疑,惊悚,恐怖","美国,捷克,英国",1305248,https://movie.douban.com/subject/1305248/
尸家重地,1990-08-11,7.2,17313,"吴君如,陈淑兰,叶子楣","喜剧,恐怖",中国香港,1300085,https://movie.douban.com/subject/1300085/
心慌方·零,2004-10-15,7.1,57120,"扎卡里·贝内特,史蒂芬·穆尔,特丽·霍克斯","剧情,科幻,恐怖",加拿大,1316693,https://movie.douban.com/subject/1316693/
寄生兽：完结篇,2015-04-25,7.1,55490,"染谷将太,深津绘里,阿部隆史","剧情,动作,科幻,恐怖",日本,25774051,https://movie.douban.com/subject/25774051/
鬼故事,2017-10-05,7.2,30111,"安迪·尼曼,马丁·弗瑞曼,保罗·怀特豪斯","剧情,恐怖",英国,26721644,https://movie.douban.com/subject/26721644/
刀锋战士2,2002-03-22,7.1,54079,"韦斯利·斯奈普斯,克里斯·克里斯托弗森,蕾奥娜·维埃拉","动作,科幻,恐怖","美国,德国",1306894,https://movie.douban.com/subject/1306894/
忌日快乐,2018-02-02,7.0,276685,"杰西卡·罗德,伊瑟尔·布罗萨德,露比·莫迪恩","悬疑,惊悚,恐怖",美国,27027913,https://movie.douban.com/subject/27027913/
灵魂摆渡2番外篇：不速之客,2015-12-12,7.6,5904,"于毅,刘智扬,肖茵","剧情,悬疑,惊悚,恐怖",中国大陆,26961216,https://movie.douban.com/subject/26961216/
地狱无门,1980-04-02,7.4,8455,"徐少强,高雄,黄锦燊","喜剧,动作,奇幻,惊悚,冒险,恐怖,武侠",中国香港,1296700,https://movie.douban.com/subject/1296700/
德州电锯杀人狂,1974-10-01,7.2,27876,"贡纳·汉森,玛丽莲·伯恩斯,阿伦·丹齐格","惊悚,恐怖",美国,1300392,https://movie.douban.com/subject/1300392/
暗流,2000-09-27,7.3,19552,"让·雷诺,文森特·卡塞尔,娜迪亚·法尔丝","犯罪,悬疑,惊悚,恐怖",法国,1301328,https://movie.douban.com/subject/1301328/
狼屋,2018-02-22,8.2,5320,"阿玛莉亚·卡西尼,雷纳·克劳斯","剧情,动画,恐怖","智利,德国",26754734,https://movie.douban.com/subject/26754734/
邪,1980-07-09,7.2,14869,"恬妮,王戎,陈思佳","恐怖,奇幻",中国香港,1484633,https://movie.douban.com/subject/1484633/
坏种,2018-09-09,7.1,42882,"麦肯娜·格瑞丝,卡拉·布欧诺,罗伯·劳","剧情,悬疑,恐怖",美国,30317630,https://movie.douban.com/subject/30317630/
女巫,2015-10-12,7.1,42649,"安雅·泰勒-乔伊,拉尔夫·伊内森,凯特·迪基",恐怖,"美国,英国,加拿大,巴西",26276364,https://movie.douban.com/subject/26276364/
黑巷少女,1976-12-25,8.1,5699,"朱迪·福斯特,马丁·辛,亚历克西斯·史密斯","剧情,恐怖,悬疑,惊悚","加拿大,法国,美国",1301485,https://movie.douban.com/subject/1301485/
恐怖蜡像馆,2005-05-06,7.0,109964,"伊丽莎·库斯伯特,查德·迈克尔·墨瑞,布莱恩·范·霍尔特","恐怖,惊悚","美国,澳大利亚",1309184,https://movie.douban.com/subject/1309184/
电锯惊魂8：竖锯,2017-10-27,7.0,97410,"马特·帕斯摩尔,托宾·贝尔,考乐姆·吉斯·雷尼","悬疑,惊悚,恐怖","美国,加拿大",25788426,https://movie.douban.com/subject/25788426/
猛鬼差馆,1987-11-19,7.1,21437,"张学友,许冠英,陈家齐","喜剧,恐怖",中国香港,1461401,https://movie.douban.com/subject/1461401/
冷血惊魂,1965-05-19,7.7,8330,"凯瑟琳·德纳芙,伊恩·亨德里,约翰·弗拉瑟","剧情,惊悚,恐怖",英国,1301647,https://movie.douban.com/subject/1301647/
王国：北方的阿信,2021-07-23,7.0,75330,"全智贤,朴炳垠,金诗雅","剧情,恐怖,古装",韩国,35151297,https://movie.douban.com/subject/35151297/
奇妙的家族,2019-02-13,7.2,22528,"郑在泳,金南佶,严志媛","喜剧,恐怖",韩国,27114963,https://movie.douban.com/subject/27114963/
凶榜,1981-11-05,7.2,12020,"秦祥林,岳华,郑则仕",恐怖,中国香港,1416301,https://movie.douban.com/subject/1416301/
鬼怪屋,1977-07-30,7.5,10732,"池上季实子,大场久美子,神保美喜","喜剧,奇幻,恐怖",日本,2278795,https://movie.douban.com/subject/2278795/
神秘马戏团,2005-12-24,7.4,12790,"宫崎万纯,石田壹成,桑名里瑛","剧情,悬疑,恐怖",日本,1777408,https://movie.douban.com/subject/1777408/
藏品,2012-11-30,7.1,31098,"克里斯托弗·麦克唐纳,乔什·斯图沃特,李·特格森","动作,惊悚,恐怖",美国,6021917,https://movie.douban.com/subject/6021917/
咒,2022-03-18,6.9,168883,"蔡亘晏,黄歆庭,高英轩",恐怖,中国台湾,34850561,https://movie.douban.com/subject/34850561/
地下墓穴,2014-08-20,7.1,28596,"佩蒂塔·维克斯,本·费德曼,艾德文·霍德吉","惊悚,恐怖","美国,法国",25821124,https://movie.douban.com/subject/25821124/
恐惧街3,2021-07-16,7.3,15107,"琪亚娜·玛黛拉,阿什利·祖克曼,吉莉安·雅各布斯","悬疑,恐怖",美国,30444940,https://movie.douban.com/subject/30444940/
三更2,2004-08-20,7.1,15502,"长谷川京子,渡部笃郎,杨千嬅",恐怖,"中国香港,日本,韩国",1401873,https://movie.douban.com/subject/1401873/
诺斯费拉图：夜晚的幽灵,1979-01-17,7.8,6911,"克劳斯·金斯基,伊莎贝尔·阿佳妮,布鲁诺·冈茨","奇幻,恐怖","法国,西德",1296646,https://movie.douban.com/subject/1296646/
山村老尸,1999-11-04,6.9,100487,"吴镇宇,黎姿,海俊杰",恐怖,中国香港,1305114,https://movie.douban.com/subject/1305114/
鬼打鬼之黄金道士,1992-11-13,7.1,14695,"林正英,沈威,罗慧娟","喜剧,动作,恐怖",中国香港,1794401,https://movie.douban.com/subject/1794401/
生人勿进(美版),2010-10-01,7.1,26079,"柯蒂·斯密特-麦菲,科洛·葛蕾丝·莫瑞兹,理查德·詹金斯","剧情,惊悚,恐怖","英国,美国",3564315,https://movie.douban.com/subject/3564315/
足不出户,2014-03-10,7.2,18308,"莫嘉娜·奥莱利,瑞玛·特·维塔,格伦-保罗·瓦鲁","喜剧,悬疑,恐怖",新西兰,25909566,https://movie.douban.com/subject/25909566/
美丽人生,2020-01-03,9.5,1393414,"罗伯托·贝尼尼,尼可莱塔·布拉斯基,乔治·坎塔里尼","剧情,喜剧,爱情,战争",意大利,1292063,https://movie.douban.com/subject/1292063/
鬼子来了,2000-05-12,9.3,665309,"姜文,香川照之,袁丁","剧情,喜剧",中国大陆,1291858,https://movie.douban.com/subject/1291858/
触不可及,2011-11-02,9.3,1195814,"弗朗索瓦·克鲁塞,奥玛·希,安娜·勒尼","剧情,喜剧",法国,6786002,https://movie.douban.com/subject/6786002/
摩登时代,1936-02-25,9.3,322030,"查理·卓别林,宝莲·高黛,亨利·伯格曼","剧情,喜剧,爱情",美国,1294371,https://movie.douban.com/subject/1294371/
大话西游之大圣娶亲,2014-10-24,9.2,1609672,"周星驰,吴孟达,朱茵","喜剧,爱情,奇幻,古装","中国香港,中国大陆",1292213,https://movie.douban.com/subject/1292213/
疯狂动物城,2016-03-04,9.2,2075888,"金妮弗·古德温,杰森·贝特曼,伊德瑞斯·艾尔巴","喜剧,动画,冒险",美国,25662329,https://movie.douban.com/subject/25662329/
三傻大闹宝莱坞,2011-12-08,9.2,1952807,"阿米尔·汗,卡琳娜·卡普尔,马达范","剧情,喜剧,爱情,歌舞",印度,3793023,https://movie.douban.com/subject/3793023/
城市之光,1931-01-30,9.3,158438,"查理·卓别林,弗吉尼亚·切瑞尔,佛罗伦斯·李","喜剧,剧情,爱情",美国,1293908,https://movie.douban.com/subject/1293908/
怦然心动,2010-07-26,9.1,1930538,"玛德琳·卡罗尔,卡兰·麦克奥利菲,瑞贝卡·德·莫妮","剧情,喜剧,爱情",美国,3319755,https://movie.douban.com/subject/3319755/
寻梦环游记,2017-11-24,9.1,1804246,"安东尼·冈萨雷斯,盖尔·加西亚·贝纳尔,本杰明·布拉特","喜剧,动画,奇幻,音乐",美国,20495023,https://movie.douban.com/subject/20495023/
飞屋环游记,2009-08-04,9.1,1402120,"爱德华·阿斯纳,克里斯托弗·普卢默,乔丹·长井","剧情,喜剧,动画,冒险",美国,2129039,https://movie.douban.com/subject/2129039/
罗马假日,1953-08-20,9.1,993464,"奥黛丽·赫本,格利高里·派克,埃迪·艾伯特","喜剧,剧情,爱情",美国,1293839,https://movie.douban.com/subject/1293839/
两杆大烟枪,1998-08-28,9.1,631910,"杰森·弗莱明,德克斯特·弗莱彻,尼克·莫兰","剧情,喜剧,犯罪",英国,1293350,https://movie.douban.com/subject/1293350/
我不是药神,2018-07-05,9.0,2215849,"徐峥,王传君,周一围","剧情,喜剧",中国大陆,26752088,https://movie.douban.com/subject/26752088/
让子弹飞,2010-12-16,9.0,1797244,"姜文,葛优,周润发","剧情,喜剧,动作,西部","中国大陆,中国香港",3742360,https://movie.douban.com/subject/3742360/
大话西游之月光宝盒,2014-10-24,9.0,1282289,"周星驰,吴孟达,罗家英","喜剧,爱情,奇幻,古装","中国香港,中国大陆",1299398,https://movie.douban.com/subject/1299398/
雨中曲,1952-04-11,9.1,245349,"吉恩·凯利,唐纳德·奥康纳,黛比·雷诺斯","喜剧,歌舞,爱情",美国,1293460,https://movie.douban.com/subject/1293460/
喜宴,1993-08-04,9.0,393396,"赵文瑄,归亚蕾,郎雄","剧情,喜剧,爱情,同性,家庭","中国台湾,美国",1303037,https://movie.douban.com/subject/1303037/
玛丽和马克思,2009-01-15,9.0,437482,"托妮·科莱特,菲利普·塞默·霍夫曼,巴瑞·哈姆弗莱斯","剧情,喜剧,动画","澳大利亚,美国",3072124,https://movie.douban.com/subject/3072124/
绿皮书,2019-03-01,8.9,1755434,"维果·莫腾森,马赫沙拉·阿里,琳达·卡德里尼","剧情,喜剧,传记,音乐","美国,中国大陆",27060077,https://movie.douban.com/subject/27060077/
东京教父,2003-11-08,9.0,257500,"江守彻,梅垣义明,冈本绫","剧情,喜剧,动画",日本,1310177,https://movie.douban.com/subject/1310177/
布达佩斯大饭店,2014-02-06,8.9,1007408,"拉尔夫·费因斯,托尼·雷沃罗利,阿德里安·布罗迪","剧情,喜剧,冒险","美国,德国,英国",11525673,https://movie.douban.com/subject/11525673/
低俗小说,1994-05-12,8.9,891387,"约翰·特拉沃尔塔,乌玛·瑟曼,阿曼达·普拉莫","剧情,喜剧,犯罪",美国,1291832,https://movie.douban.com/subject/1291832/
大独裁者,1940-10-15,9.2,86000,"查理·卓别林,宝莲·高黛,杰克·奥克","喜剧,剧情,战争",美国,1295646,https://movie.douban.com/subject/1295646/
菊次郎的夏天,2020-09-25,8.9,633407,"北野武,关口雄介,岸本加世子","剧情,喜剧",日本,1293359,https://movie.douban.com/subject/1293359/
7号房的礼物,2013-01-23,8.9,587513,"柳承龙,朴信惠,郑镇荣","剧情,喜剧,家庭",韩国,10777687,https://movie.douban.com/subject/10777687/
玩具总动员3,2010-06-16,8.9,552620,"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克","喜剧,动画,奇幻,冒险",美国,1858711,https://movie.douban.com/subject/1858711/
老友记重聚特辑,2021-05-27,9.2,76530,"詹妮弗·安妮斯顿,柯特妮·考克斯,马修·派瑞","喜剧,爱情",美国,34908189,https://movie.douban.com/subject/34908189/
与玛格丽特的午后,2010-06-02,9.1,99001,"热拉尔·德帕迪约,吉赛勒·卡扎德絮,帕特里克·伯利奇",喜剧,法国,3796613,https://movie.douban.com/subject/3796613/
虎口脱险,1966-12-08,8.9,275047,"路易·德·菲奈斯,布尔维尔,克劳迪奥·布鲁克","喜剧,战争","法国,英国",1296909,https://movie.douban.com/subject/1296909/
功夫,2004-12-23,8.8,1224183,"周星驰,元秋,元华","动作,喜剧,犯罪,奇幻","中国大陆,中国香港",1291543,https://movie.douban.com/subject/1291543/
喜剧之王,1999-02-13,8.8,1023596,"周星驰,张柏芝,莫文蔚","喜剧,剧情,爱情",中国香港,1302425,https://movie.douban.com/subject/1302425/
超能陆战队,2015-02-28,8.8,1075593,"斯科特·安第斯,瑞恩·波特,丹尼尔·海尼","喜剧,动作,科幻,动画,冒险",美国,11026735,https://movie.douban.com/subject/11026735/
纵横四海,1991-02-02,8.8,449642,"周润发,张国荣,钟楚红","剧情,喜剧,动作,犯罪",中国香港,1295409,https://movie.douban.com/subject/1295409/
时空恋旅人,2013-09-04,8.8,727241,"多姆纳尔·格里森,瑞秋·麦克亚当斯,比尔·奈伊","喜剧,爱情,奇幻","英国,美国",10577869,https://movie.douban.com/subject/10577869/
怪兽电力公司,2001-11-02,8.8,719063,"约翰·古德曼,比利·克里斯托,玛丽·吉布斯","儿童,喜剧,动画,奇幻,冒险",美国,1291579,https://movie.douban.com/subject/1291579/
头脑特工队,2015-10-06,8.8,707828,"艾米·波勒,菲利丝·史密斯,理查德·坎德","喜剧,动画,冒险",美国,10533913,https://movie.douban.com/subject/10533913/
